workplace,doctor_id
University Hospital,63173
Main Hospital,71834
Rural Health Unit,19873
Rural Health Unit,98821
Main Hospital,96816
Rural Health Unit,55898
Private Practice,73964
Main Hospital,72819
Rural Health Unit,97897
Main Hospital,66054
Emergency Center,9592
Clinic A,28391
Rural Health Unit,12312
Private Practice,76357
Clinic A,52774
Main Hospital,68683
Private Practice,21165
Clinic A,47779
Main Hospital,75950
Clinic A,62683
University Hospital,14980
Emergency Center,52031
Clinic B,17635
Main Hospital,78364
University Hospital,93550
Private Practice,52811
Private Practice,50769
University Hospital,12008
Emergency Center,19169
Private Practice,21816
Emergency Center,90335
Main Hospital,11319
Main Hospital,44291
University Hospital,26596
University Hospital,85911
Emergency Center,7453
Main Hospital,95304
Main Hospital,44030
University Hospital,89514
Private Practice,58128
Clinic B,3241
University Hospital,68146
Clinic B,45545
Main Hospital,27799
University Hospital,79254
Rural Health Unit,97910
Private Practice,84887
Private Practice,90450
Emergency Center,69569
Rural Health Unit,68939
Clinic A,21163
Main Hospital,67465
Main Hospital,42580
University Hospital,41679
Clinic A,19961
Clinic A,24636
Clinic A,38129
University Hospital,24703
University Hospital,51967
Clinic B,68889
Rural Health Unit,34326
Clinic B,45820
Clinic B,25713
Rural Health Unit,66476
Emergency Center,52625
Main Hospital,53487
Clinic B,65336
Emergency Center,85355
Emergency Center,83238
University Hospital,86945
Clinic A,6514
Private Practice,39836
Clinic A,85893
Clinic B,97981
Private Practice,71700
Rural Health Unit,51332
Rural Health Unit,61965
Main Hospital,28631
Private Practice,44199
Rural Health Unit,7808
Private Practice,96051
Rural Health Unit,99416
Main Hospital,18596
Main Hospital,73692
Emergency Center,46445
Emergency Center,24247
Emergency Center,60816
University Hospital,99409
Emergency Center,75511
Main Hospital,34628
Private Practice,45081
Main Hospital,93704
Private Practice,79118
Clinic A,39903
Main Hospital,17788
Emergency Center,32791
Rural Health Unit,49093
Emergency Center,22780
Private Practice,20943
Rural Health Unit,56555
Clinic B,57124
University Hospital,70759
Rural Health Unit,22707
Main Hospital,69545
University Hospital,19956
Main Hospital,18973
Clinic A,47423
Clinic A,94153
Rural Health Unit,92700
Private Practice,11082
University Hospital,15558
Emergency Center,88230
Clinic B,59233
Main Hospital,10928
Main Hospital,20543
Private Practice,58019
Clinic B,17944
University Hospital,45384
University Hospital,35935
Private Practice,97308
Main Hospital,97619
Clinic A,59321
Rural Health Unit,26963
Clinic B,9018
Main Hospital,5852
Clinic A,13124
University Hospital,382
Clinic A,72112
Rural Health Unit,15932
Rural Health Unit,74100
Private Practice,78673
Rural Health Unit,6051
Emergency Center,62113
Main Hospital,3615
Clinic B,48668
Clinic A,47422
University Hospital,44358
Clinic A,57565
University Hospital,54430
Rural Health Unit,97279
Rural Health Unit,47638
Emergency Center,97968
Private Practice,94029
University Hospital,51246
Clinic B,38909
Emergency Center,39084
Rural Health Unit,78769
Private Practice,62809
Clinic A,66914
Rural Health Unit,391
Private Practice,52633
Private Practice,97887
Main Hospital,50240
University Hospital,97363
Private Practice,67313
Clinic B,91294
Main Hospital,88754
Main Hospital,80517
Emergency Center,16284
Clinic A,67735
Rural Health Unit,56710
Main Hospital,26229
Clinic B,97628
University Hospital,28563
Rural Health Unit,68885
University Hospital,91448
University Hospital,45620
Emergency Center,25489
Rural Health Unit,43178
Clinic B,31807
Main Hospital,65997
Private Practice,99418
Clinic B,20201
Rural Health Unit,91824
Emergency Center,55177
Emergency Center,24624
Clinic A,46924
Clinic B,28524
University Hospital,52421
Emergency Center,40088
Emergency Center,4208
Clinic A,24665
Private Practice,27026
University Hospital,90755
Private Practice,23626
Emergency Center,90222
Main Hospital,32195
Rural Health Unit,13091
University Hospital,87739
Clinic B,78764
Rural Health Unit,86162
Clinic A,40491
Private Practice,40769
Main Hospital,23472
Main Hospital,41880
Clinic B,62951
Clinic A,45478
Emergency Center,81934
Private Practice,30211
Rural Health Unit,49616
Private Practice,88414
Clinic A,96675
Private Practice,37744
Emergency Center,72677
Clinic B,21376
Clinic B,74621
Main Hospital,12599
Main Hospital,68555
Main Hospital,27822
Clinic B,56321
Emergency Center,91787
Clinic B,81425
Rural Health Unit,34171
Clinic B,46988
Main Hospital,66215
Clinic A,73790
Main Hospital,80045
Clinic A,84634
Emergency Center,93314
Emergency Center,92144
University Hospital,17046
University Hospital,56076
University Hospital,67803
Emergency Center,50510
Main Hospital,10415
Main Hospital,85003
Main Hospital,68705
Clinic B,25467
University Hospital,52817
Main Hospital,19731
University Hospital,6267
University Hospital,60422
Rural Health Unit,51434
Clinic B,64013
Rural Health Unit,35732
Emergency Center,46418
Main Hospital,62416
Clinic B,2952
Emergency Center,58346
Emergency Center,85424
Rural Health Unit,74838
Main Hospital,66353
Private Practice,86143
University Hospital,53951
Clinic A,3788
University Hospital,76665
University Hospital,78361
Clinic A,71777
Private Practice,52663
Emergency Center,84257
Clinic A,60497
Clinic A,80492
Clinic B,76830
Clinic B,90656
Clinic B,41359
Emergency Center,8793
Clinic A,4224
Main Hospital,33204
Clinic A,349
Emergency Center,63026
Clinic B,98930
Emergency Center,11819
Clinic B,46575
Emergency Center,45778
Rural Health Unit,78946
Main Hospital,88790
Clinic B,43292
Clinic B,23306
Clinic A,12019
Private Practice,8523
Private Practice,40862
Emergency Center,96404
University Hospital,11423
University Hospital,46708
Clinic A,40279
Emergency Center,80824
Main Hospital,59849
Clinic A,42668
Clinic B,80461
Main Hospital,10752
Emergency Center,98069
Clinic B,95251
Rural Health Unit,18532
University Hospital,46640
Emergency Center,19137
Rural Health Unit,45254
Rural Health Unit,59751
Clinic B,60725
Emergency Center,72941
Clinic B,5858
Emergency Center,67634
Rural Health Unit,34360
Rural Health Unit,90779
Rural Health Unit,83173
Private Practice,12290
University Hospital,73251
Clinic A,55780
Clinic B,54616
Clinic B,12804
University Hospital,77217
Private Practice,66707
Clinic A,95663
Emergency Center,60240
Clinic B,31374
Clinic A,73976
Emergency Center,33534
Clinic B,54246
Clinic B,86825
Private Practice,211
Private Practice,57250
Private Practice,55365
Emergency Center,36509
University Hospital,75305
Rural Health Unit,26301
Clinic A,20793
Clinic B,36232
Emergency Center,58164
Clinic B,33708
Rural Health Unit,46948
Rural Health Unit,55937
Emergency Center,66101
Clinic B,11254
Main Hospital,36802
University Hospital,62861
Clinic A,66342
University Hospital,9435
University Hospital,52315
Clinic A,54634
Private Practice,63511
Rural Health Unit,17830
University Hospital,81795
Main Hospital,53578
Private Practice,22375
Emergency Center,2570
Private Practice,23906
Clinic A,98092
Emergency Center,87333
Rural Health Unit,49105
Clinic B,44440
Rural Health Unit,99608
Private Practice,58319
Main Hospital,47401
Rural Health Unit,56611
Rural Health Unit,22901
Rural Health Unit,90955
Rural Health Unit,16382
Emergency Center,60600
Private Practice,9405
Emergency Center,61380
Clinic A,95843
Private Practice,61288
Clinic B,48874
Clinic A,47464
Clinic B,34405
Private Practice,96477
Clinic A,13338
Private Practice,95621
Emergency Center,32185
Rural Health Unit,67921
Emergency Center,60487
Main Hospital,45604
Emergency Center,50229
University Hospital,91845
Emergency Center,20459
University Hospital,55603
Emergency Center,48236
University Hospital,16788
University Hospital,98734
Rural Health Unit,21622
Private Practice,62886
Emergency Center,35131
University Hospital,94491
Main Hospital,51096
Rural Health Unit,61718
Clinic B,51162
Private Practice,21790
Rural Health Unit,10827
University Hospital,51683
University Hospital,35762
Private Practice,36721
Main Hospital,91263
Main Hospital,44319
Rural Health Unit,56208
Clinic A,87917
Private Practice,31841
Private Practice,27139
Clinic B,38152
Clinic A,57080
Private Practice,48912
University Hospital,54530
Main Hospital,51740
University Hospital,5861
Private Practice,52508
Private Practice,4850
Private Practice,74596
Emergency Center,17129
Rural Health Unit,6957
Clinic B,71411
Rural Health Unit,32322
Emergency Center,22527
Main Hospital,72142
Main Hospital,26081
Main Hospital,89449
Clinic B,11070
Clinic A,3407
University Hospital,32052
Private Practice,75784
University Hospital,63692
University Hospital,39775
University Hospital,33209
Private Practice,33930
University Hospital,7948
Clinic A,83233
Emergency Center,5846
Clinic B,59138
Emergency Center,15245
Emergency Center,91869
Rural Health Unit,50727
Private Practice,76503
University Hospital,14090
Private Practice,38001
University Hospital,19883
Clinic A,99380
Clinic B,97208
Main Hospital,23854
Emergency Center,53708
Main Hospital,78137
Clinic B,18915
Emergency Center,9143
Main Hospital,17041
Main Hospital,85610
Rural Health Unit,6800
Private Practice,92847
Clinic A,29696
Clinic B,70475
Clinic B,45040
Clinic B,33267
Emergency Center,13976
Rural Health Unit,18765
Clinic A,17303
University Hospital,69472
Emergency Center,29974
Clinic B,4480
Emergency Center,75587
Main Hospital,20903
Emergency Center,20644
Private Practice,87363
Private Practice,71028
Emergency Center,23435
Clinic B,20868
Main Hospital,39001
Clinic B,18020
Main Hospital,17250
Rural Health Unit,89252
Private Practice,52198
Main Hospital,1755
Main Hospital,72796
Rural Health Unit,43984
Clinic B,97193
Private Practice,47838
Main Hospital,17332
Private Practice,20281
Rural Health Unit,58977
Clinic A,21171
Private Practice,79214
Clinic A,43810
University Hospital,39194
Clinic A,45328
University Hospital,75380
Clinic A,92835
Clinic B,44906
University Hospital,49334
Emergency Center,67964
Emergency Center,35417
Clinic A,6627
Rural Health Unit,46443
Emergency Center,91032
Private Practice,4332
Clinic A,35183
Clinic A,61179
Private Practice,51904
Private Practice,1670
Emergency Center,43248
Emergency Center,75393
Main Hospital,10802
Private Practice,97223
University Hospital,26580
Clinic A,39402
Emergency Center,32691
University Hospital,84056
Emergency Center,98294
Emergency Center,81523
Main Hospital,96906
Private Practice,67290
Clinic A,29008
Clinic A,27288
Clinic B,38419
Rural Health Unit,93661
Private Practice,52397
Rural Health Unit,92890
Rural Health Unit,34966
Main Hospital,40048
University Hospital,17248
Main Hospital,76858
Rural Health Unit,90254
Rural Health Unit,43670
University Hospital,30227
Clinic A,56437
Clinic B,47799
Clinic B,57123
Clinic A,86445
Emergency Center,40117
Main Hospital,97669
Clinic B,96040
Private Practice,68740
Rural Health Unit,86041
Emergency Center,70209
University Hospital,82275
Private Practice,62735
Clinic B,20524
University Hospital,20229
Emergency Center,29265
University Hospital,79122
Emergency Center,79634
University Hospital,4629
Main Hospital,44253
Clinic B,46018
Clinic B,98368
Rural Health Unit,94340
Emergency Center,92209
University Hospital,90113
Clinic A,71762
Rural Health Unit,49145
Private Practice,77313
Private Practice,27365
Rural Health Unit,17708
Clinic B,32601
University Hospital,29281
University Hospital,36435
Main Hospital,98906
Private Practice,68402
Clinic A,82816
Clinic B,5105
Main Hospital,47110
Clinic A,82448
Clinic B,93013
Main Hospital,72525
Clinic A,54563
Clinic B,39681
Private Practice,19552
Clinic A,60488
University Hospital,4137
Emergency Center,34546
Emergency Center,11176
University Hospital,16271
Clinic A,86216
University Hospital,87697
Emergency Center,25952
Emergency Center,83032
Clinic A,83385
Emergency Center,47337
Private Practice,38785
University Hospital,46358
Private Practice,86690
Private Practice,28153
Clinic A,58953
University Hospital,98014
Clinic A,9280
Emergency Center,45952
Clinic B,31645
Clinic A,84411
Clinic A,50921
Clinic B,78570
Rural Health Unit,1588
Emergency Center,61411
University Hospital,85700
Main Hospital,69180
Rural Health Unit,6825
Clinic B,38499
Main Hospital,36610
Emergency Center,21202
Clinic A,95275
Clinic A,80896
Rural Health Unit,28107
Emergency Center,13600
University Hospital,94064
University Hospital,68950
Private Practice,86357
Emergency Center,35845
Emergency Center,4374
Private Practice,60621
Emergency Center,91420
Emergency Center,51530
Private Practice,82364
Rural Health Unit,31108
Emergency Center,97958
Emergency Center,81413
Clinic A,87454
Main Hospital,60250
University Hospital,18260
Main Hospital,18341
Rural Health Unit,6715
Rural Health Unit,28580
Clinic A,32114
Clinic B,18153
Main Hospital,10696
Clinic B,82535
Clinic A,90476
University Hospital,79886
Clinic B,19312
Clinic A,23551
Rural Health Unit,59534
Emergency Center,74405
University Hospital,99825
Private Practice,95636
Rural Health Unit,28938
Rural Health Unit,43770
Emergency Center,63108
University Hospital,90190
University Hospital,15234
Main Hospital,19104
University Hospital,41874
Main Hospital,59686
Clinic B,75873
Rural Health Unit,11185
University Hospital,1553
Rural Health Unit,60688
Clinic B,21019
University Hospital,4203
Rural Health Unit,83557
Rural Health Unit,14500
Main Hospital,55936
Rural Health Unit,61857
Private Practice,18052
Emergency Center,80356
University Hospital,81881
Clinic A,10585
Emergency Center,56265
Main Hospital,17647
Private Practice,92456
Rural Health Unit,59886
Private Practice,73433
Rural Health Unit,55315
Clinic A,88612
Clinic B,8424
Rural Health Unit,561
Main Hospital,13087
Emergency Center,54116
Clinic B,47010
Clinic B,12938
Rural Health Unit,48821
Rural Health Unit,6290
Main Hospital,39866
Emergency Center,65135
Rural Health Unit,6124
Main Hospital,89892
Rural Health Unit,23221
Rural Health Unit,31189
Clinic A,92628
Clinic A,23342
Rural Health Unit,95792
Private Practice,53315
University Hospital,77648
Private Practice,57953
Clinic B,74709
Rural Health Unit,45695
Private Practice,92971
University Hospital,60097
Private Practice,76901
Emergency Center,15313
Clinic A,61150
University Hospital,68271
Clinic A,96191
Rural Health Unit,33843
Clinic A,93292
Rural Health Unit,80671
Clinic A,84222
Rural Health Unit,76222
Main Hospital,37330
University Hospital,90357
Clinic B,80114
University Hospital,56255
Clinic B,65126
University Hospital,40184
University Hospital,12826
Clinic A,83469
Clinic B,70071
Private Practice,42145
Clinic B,72656
Clinic B,89571
University Hospital,93183
Clinic B,7029
Rural Health Unit,55558
University Hospital,48253
Private Practice,53880
Rural Health Unit,73872
Main Hospital,72222
Clinic A,95999
Rural Health Unit,53113
Rural Health Unit,86011
Emergency Center,91091
Main Hospital,43642
Clinic B,65328
Rural Health Unit,17943
Private Practice,88915
Clinic A,74129
Private Practice,2276
Rural Health Unit,88674
Clinic A,3113
Clinic A,27158
Clinic A,62340
Private Practice,85072
Clinic B,97076
Rural Health Unit,14742
Clinic A,5521
Rural Health Unit,58257
